person,personLabel
http://www.wikidata.org/entity/Q7292990,रानी रामपाल
http://www.wikidata.org/entity/Q7294718,रासनारा परवीन
http://www.wikidata.org/entity/Q7294916,राशिद पटेल
http://www.wikidata.org/entity/Q7307033,रीतेंदर सिंह सोढ़ी
http://www.wikidata.org/entity/Q804684,बलबीर सिंह
http://www.wikidata.org/entity/Q7379606,रुना बासु
http://www.wikidata.org/entity/Q7380208,रूपांजलि शास्त्री
http://www.wikidata.org/entity/Q7396734,सचिन चौधरी
http://www.wikidata.org/entity/Q7399018,Master Sagar Kashyap New Delhi
http://www.wikidata.org/entity/Q7408826,समरेश जंग
http://www.wikidata.org/entity/Q7336038,ऋषि धवन
http://www.wikidata.org/entity/Q7336053,रिशिजे मुद्गल
http://www.wikidata.org/entity/Q7336508,रीता डे
http://www.wikidata.org/entity/Q7336583,रीता पटेल
http://www.wikidata.org/entity/Q1746795,इरफ़ान पठान
http://www.wikidata.org/entity/Q1756148,चेक्रोवोलु स्वुरो
http://www.wikidata.org/entity/Q1756438,deepika kumari
http://www.wikidata.org/entity/Q7289773,रामनाथ केन्नी
http://www.wikidata.org/entity/Q7289777,रामनाथ परकार
http://www.wikidata.org/entity/Q7382535,रुस्तमजी जमशेदजी
http://www.wikidata.org/entity/Q7387958,एस.वी.सुनील
http://www.wikidata.org/entity/Q7395772,सबा अंजुम करीम
http://www.wikidata.org/entity/Q1767874,सुप्रवत चक्रवर्ती
http://www.wikidata.org/entity/Q7416085,संदीप शर्मा
http://www.wikidata.org/entity/Q7416087,संदीप सिंह
http://www.wikidata.org/entity/Q7416294,संध्या मजूमदार
http://www.wikidata.org/entity/Q7416558,सांद्रा ब्रगांजा
http://www.wikidata.org/entity/Q888234,फौजा सिंह
http://www.wikidata.org/entity/Q1797686,सीमा अंतिल
http://www.wikidata.org/entity/Q50640468,मुस्कान किरार
http://www.wikidata.org/entity/Q27914181,पूर्विषा एस राम
http://www.wikidata.org/entity/Q51120717,अनीश भानवाला
http://www.wikidata.org/entity/Q51226837,अमित पंगहल
http://www.wikidata.org/entity/Q51656527,ओम प्रकाश मिथारवाल
http://www.wikidata.org/entity/Q51686218,सनिल शेट्टी
http://www.wikidata.org/entity/Q51686221,हरमीत देसाई
http://www.wikidata.org/entity/Q51844752,सुमित मालिक
http://www.wikidata.org/entity/Q1810034,अहमद खान
http://www.wikidata.org/entity/Q7418019,संगीता दबीर
http://www.wikidata.org/entity/Q7418516,संजीव राजपूत
http://www.wikidata.org/entity/Q7418593,संजु सैमसन
http://www.wikidata.org/entity/Q50351453,मनु भाकर
http://www.wikidata.org/entity/Q52714428,नमन तनवार
http://www.wikidata.org/entity/Q52679072,गौरव सोलंकी
http://www.wikidata.org/entity/Q52690538,मनीष कौशिक
http://www.wikidata.org/entity/Q1810136,रूप सिंह
http://www.wikidata.org/entity/Q51876537,हिमा दास
http://www.wikidata.org/entity/Q27306270,बसील थम्पी
http://www.wikidata.org/entity/Q51419423,गुरुराजा पुजारी
http://www.wikidata.org/entity/Q51441000,मधुरिका पाटकर
http://www.wikidata.org/entity/Q51442752,सुतीर्था मुखर्जी
http://www.wikidata.org/entity/Q51449031,अंजुम मौदगील
http://www.wikidata.org/entity/Q51543443,गुरजीत कौर
http://www.wikidata.org/entity/Q51655669,परदीप सिंह
http://www.wikidata.org/entity/Q27921704,मानसी जोशी
http://www.wikidata.org/entity/Q27921712,सुकन्या परीदा
http://www.wikidata.org/entity/Q27925013,रिंकू
http://www.wikidata.org/entity/Q27942237,अनिरुद्ध थापा
http://www.wikidata.org/entity/Q56052020,मानसी जोशी (पैरा-बैडमिन्टन खिलाड़ी)
http://www.wikidata.org/entity/Q55362485,दीपक कुमार
http://www.wikidata.org/entity/Q55616525,लालरेंसीअमि
http://www.wikidata.org/entity/Q56026072,गुकेश डी
http://www.wikidata.org/entity/Q55819441,नेहा गोयल
http://www.wikidata.org/entity/Q53870571,शिवानी मिश्रा
http://www.wikidata.org/entity/Q27947773,नुज़हत परवीन
http://www.wikidata.org/entity/Q27964756,श्रेयनशी परदेशी
http://www.wikidata.org/entity/Q56678282,अरुंधति रेड्डी
http://www.wikidata.org/entity/Q28032793,हरिका वेलूदुरथी
http://www.wikidata.org/entity/Q27244464,ऋतुराज गायकवाड़
http://www.wikidata.org/entity/Q7445867,सीमा देसाई
http://www.wikidata.org/entity/Q7461334,शाह न्यालचंद
http://www.wikidata.org/entity/Q56284199,सोनिया लथेर
http://www.wikidata.org/entity/Q57586376,यशसवी जायसवाल
http://www.wikidata.org/entity/Q7489924,शर्मिला चक्रवर्ती
http://www.wikidata.org/entity/Q7490552,शशि गुप्ता
http://www.wikidata.org/entity/Q7499373,शिवेंद्र सिंह
http://www.wikidata.org/entity/Q7585718,श्रीनाथ अरविंद
http://www.wikidata.org/entity/Q7585741,श्रीरूपा बोस
http://www.wikidata.org/entity/Q7426141,सतीश राय
http://www.wikidata.org/entity/Q7426441,सतपाल सिंह
http://www.wikidata.org/entity/Q7426891,सत्यदेव प्रसाद
http://www.wikidata.org/entity/Q7421986,सारादिन्दु मुखर्जी
http://www.wikidata.org/entity/Q7423751,सर्दार सिंग
http://www.wikidata.org/entity/Q7424441,सरोजा झुतु
http://www.wikidata.org/entity/Q28037266,अनुष्का पारिख
http://www.wikidata.org/entity/Q56213005,सौरभ चौधरी
http://www.wikidata.org/entity/Q56213583,अभिषेक वर्मा
http://www.wikidata.org/entity/Q7611018,स्टेफी डिसूजा
http://www.wikidata.org/entity/Q7631214,सुभाष भोमिक
http://www.wikidata.org/entity/Q7461486,शाहबाज नदीम
http://www.wikidata.org/entity/Q7487024,शिखर धवन
http://www.wikidata.org/entity/Q7487531,मोहम्मद शमी
http://www.wikidata.org/entity/Q7487571,शामिनी कुमारेसन
http://www.wikidata.org/entity/Q7489430,sharath gayakwad
http://www.wikidata.org/entity/Q56239428,शारदुल विहान
http://www.wikidata.org/entity/Q56248672,स्वाति
http://www.wikidata.org/entity/Q28370134,राम्या तुलसी
http://www.wikidata.org/entity/Q28378242,पूजा वस्त्राकर
http://www.wikidata.org/entity/Q28379953,राधा यादव
http://www.wikidata.org/entity/Q28457191,पूजा कादियान
http://www.wikidata.org/entity/Q7561892,सोनिया दबीर
http://www.wikidata.org/entity/Q7564600,सौम्यजीत घोष
http://www.wikidata.org/entity/Q7582375,सरबनी नन्दा
http://www.wikidata.org/entity/Q7585693,पीआर श्रीजेश
http://www.wikidata.org/entity/Q61796492,हरलीन देओल
http://www.wikidata.org/entity/Q7635636,सुजाता श्रीधर
http://www.wikidata.org/entity/Q7636930,सुमन बाला
http://www.wikidata.org/entity/Q58823966,लवलीन बोरगोहेन
http://www.wikidata.org/entity/Q58823972,सिमरनजीत कौर
http://www.wikidata.org/entity/Q7505955,श्यामा शॉ
http://www.wikidata.org/entity/Q7508050,सिद्धार्थ कौल
http://www.wikidata.org/entity/Q7545428,स्मिता हरिकृष्ण
http://www.wikidata.org/entity/Q7499799,शोभा पंडित
http://www.wikidata.org/entity/Q7503564,श्रीवत्स गोस्वामी
http://www.wikidata.org/entity/Q7504570,शुभांगी कुलकर्णी
http://www.wikidata.org/entity/Q7505613,शुते बनर्जी
http://www.wikidata.org/entity/Q7640379,सुनीता सिंह
http://www.wikidata.org/entity/Q7645328,सुरज लता देवी
http://www.wikidata.org/entity/Q7648976,सुष्मा राणा
http://www.wikidata.org/entity/Q7660306,सैयद आसिफ कादरी
http://www.wikidata.org/entity/Q7660386,सैयद मोहम्मद हादी
http://www.wikidata.org/entity/Q7646355,सुरिंदर कौर
http://www.wikidata.org/entity/Q7648006,सुसान इट्टिचेरिया
http://www.wikidata.org/entity/Q7660418,सैय्यद नईमुद्दीन
http://www.wikidata.org/entity/Q7668119,टी॰ ए॰ सेखर
http://www.wikidata.org/entity/Q8062264,युज़वेन्द्र चहल
http://www.wikidata.org/entity/Q8064230,ज़फर इकबाल
http://www.wikidata.org/entity/Q9125304,सुधीर कुमार चित्रदुर्ग
http://www.wikidata.org/entity/Q7916117,वर्षा राफ़ेल
http://www.wikidata.org/entity/Q7916335,वसंत रंजाने
http://www.wikidata.org/entity/Q7633683,सुदीप त्यागी
http://www.wikidata.org/entity/Q7633741,सुधा शाह
http://www.wikidata.org/entity/Q111818126,ज्ञानेश्वरी यादव
http://www.wikidata.org/entity/Q112118280,परवीन हुड्डा
http://www.wikidata.org/entity/Q4913993,बिंदेश्वरी गोयल
http://www.wikidata.org/entity/Q7920064,वेंकटाचर कल्पना
http://www.wikidata.org/entity/Q7920081,वेंकटरमन सुब्रमण्य
http://www.wikidata.org/entity/Q7929206,विजय शंकर
http://www.wikidata.org/entity/Q7937589,विवेक मिश्रा
http://www.wikidata.org/entity/Q8047013,यजुरविंद्र सिंह
http://www.wikidata.org/entity/Q4978587,ज्योतिर्मयी सिकदर
http://www.wikidata.org/entity/Q5266857,देवेन्द्र झाज़रिया
http://www.wikidata.org/entity/Q5267049,देविका पल्शिकर
http://www.wikidata.org/entity/Q7686213,तड़ित कुमार सेठ
http://www.wikidata.org/entity/Q7878239,उज्वला निकम
http://www.wikidata.org/entity/Q7897123,उन्मुक्त चंद
http://www.wikidata.org/entity/Q7902737,उथपाला चक्रवर्ती
http://www.wikidata.org/entity/Q9206631,देवी सिंह
http://www.wikidata.org/entity/Q12975577,एम॰ वी॰ नरसिम्हा राव
http://www.wikidata.org/entity/Q12978550,सीमा पुजारे
http://www.wikidata.org/entity/Q12982575,चन्द्रशेखर गडकरी
http://www.wikidata.org/entity/Q12985132,निखिल चोपड़ा
http://www.wikidata.org/entity/Q4857762,बाका जिलानी
http://www.wikidata.org/entity/Q4876822,बीस सरकार
http://www.wikidata.org/entity/Q4881005,बहरोज इडुल्जी
http://www.wikidata.org/entity/Q5578094,गोकुल इंदर देव
http://www.wikidata.org/entity/Q5617158,गुल मोहम्मद
http://www.wikidata.org/entity/Q5618639,गुंदीबैल सुंदरम
http://www.wikidata.org/entity/Q5619875,गुरबचन सिंह रंधावा
http://www.wikidata.org/entity/Q11813638,पॉल चीमा सिंह
http://www.wikidata.org/entity/Q13423802,श्रीकांत किदम्बी
http://www.wikidata.org/entity/Q11716728,जमन लाल शर्मा
http://www.wikidata.org/entity/Q5071022,चंद्रकांता कौल
http://www.wikidata.org/entity/Q5071368,चन्द्रकांत पण्डित
http://www.wikidata.org/entity/Q5071369,चंद्रकांत पाटनकर
http://www.wikidata.org/entity/Q5073931,चरणजीत सिंह
http://www.wikidata.org/entity/Q5250305,दीप सेनगुप्ता
http://www.wikidata.org/entity/Q5250468,दीपा मराठे
http://www.wikidata.org/entity/Q5250490,दीपक चाहर
http://www.wikidata.org/entity/Q5075686,चार्ल्स बोर्रोमेओ
http://www.wikidata.org/entity/Q5094148,चेतन बाबूर
http://www.wikidata.org/entity/Q5431333,फैज़ फ़जल
http://www.wikidata.org/entity/Q5476489,फावज़ीह खलीली
http://www.wikidata.org/entity/Q5512346,गुलाम मोहम्मद खान
http://www.wikidata.org/entity/Q5521174,गंगोत्री भण्डारी
http://www.wikidata.org/entity/Q5523189,गार्गी बेनर्जी
http://www.wikidata.org/entity/Q10973769,सुनेत्र परांजपे
http://www.wikidata.org/entity/Q5269140,धरमवीर सिंह
http://www.wikidata.org/entity/Q5269461,धवल कुलकर्णी
http://www.wikidata.org/entity/Q5269600,धीरज परसना
http://www.wikidata.org/entity/Q5271138,डायना डेविड
http://www.wikidata.org/entity/Q24572606,वाशिंगटन सुंदर
http://www.wikidata.org/entity/Q24809930,दत्तू बबन भोकानल
http://www.wikidata.org/entity/Q24852240,वरुण सिंह भाटी
http://www.wikidata.org/entity/Q24852432,मैराज अहमद ख़ान
http://www.wikidata.org/entity/Q24896269,सम्मुदी बालसुब्रमण्यम
http://www.wikidata.org/entity/Q13505049,मनु अत्री
http://www.wikidata.org/entity/Q7902977,उत्पल चटर्जी
http://www.wikidata.org/entity/Q7906118,वी॰ एम॰ मुदिया
http://www.wikidata.org/entity/Q7906193,वी॰ आर॰ रघुनाथ
http://www.wikidata.org/entity/Q7912913,वामन कुमार
http://www.wikidata.org/entity/Q14285617,कश्मीरा जोगळेकर
http://www.wikidata.org/entity/Q5215662,दंडमुड़ी राजगोपाल
http://www.wikidata.org/entity/Q5219766,दानिश मुजतबा
http://www.wikidata.org/entity/Q5529961,गीता रानी
http://www.wikidata.org/entity/Q5529965,गीता जुत्शी
http://www.wikidata.org/entity/Q5529989,गीतिका जाखड़
http://www.wikidata.org/entity/Q5577504,गोगुमल किशनचंद
http://www.wikidata.org/entity/Q25172002,अवतार सिंह
http://www.wikidata.org/entity/Q25350367,मनिका बत्रा
http://www.wikidata.org/entity/Q25352044,के। श्रीनिवास
http://www.wikidata.org/entity/Q24955843,नीरज चोपड़ा
http://www.wikidata.org/entity/Q10974070,राजेश्वरी गोयल
http://www.wikidata.org/entity/Q11002148,विजय राजिन्दरनाथ
http://www.wikidata.org/entity/Q11027874,मनीष पांडे
http://www.wikidata.org/entity/Q25160407,rahul chuadry
http://www.wikidata.org/entity/Q12985210,नीलिमा जोगलेकर
http://www.wikidata.org/entity/Q12988600,लोपामुद्रा भट्टाचार्जी
http://www.wikidata.org/entity/Q12989053,विजय यादव
http://www.wikidata.org/entity/Q12989141,वृंदा भगत
http://www.wikidata.org/entity/Q13649697,मिथु मुखर्जी
http://www.wikidata.org/entity/Q26036545,जिन्सन जॉनसन
http://www.wikidata.org/entity/Q26059314,रमनदीप सिंह (हॉकी)
http://www.wikidata.org/entity/Q26132280,देविन्दर वाल्मीकि
http://www.wikidata.org/entity/Q26132281,हरमनप्रीत सिंह
http://www.wikidata.org/entity/Q5623991,ज्ञानेंद्र पाण्डेय
http://www.wikidata.org/entity/Q5640301,हाकम सिंह
http://www.wikidata.org/entity/Q5651344,हनुमा विहारी
http://www.wikidata.org/entity/Q5276694,दिलावर हुसैन
http://www.wikidata.org/entity/Q5276819,दिलीप टिर्की
http://www.wikidata.org/entity/Q5619899,गुरचरण सिंग
http://www.wikidata.org/entity/Q5620114,गुरकीरत सिंह
http://www.wikidata.org/entity/Q13003328,प्रणिता वर्धिनीनी
http://www.wikidata.org/entity/Q13120916,वज़ीर अली
http://www.wikidata.org/entity/Q26418126,नवजोत कौर
http://www.wikidata.org/entity/Q26464917,आशुतोष आगाशे
http://www.wikidata.org/entity/Q26499410,शिवानी कटारिया
http://www.wikidata.org/entity/Q11738875,खुशबीर कौर
http://www.wikidata.org/entity/Q11788292,नोरा पोली
http://www.wikidata.org/entity/Q11792343,निशा मोहोता
http://www.wikidata.org/entity/Q25713992,रविन्द्र खत्री
http://www.wikidata.org/entity/Q25990418,अदिति अशोक
http://www.wikidata.org/entity/Q13512711,ईशा लखानी
http://www.wikidata.org/entity/Q26269744,दीपिका ठाकुर
http://www.wikidata.org/entity/Q26405725,आशा रॉय
http://www.wikidata.org/entity/Q26405912,निक्की प्रधान
http://www.wikidata.org/entity/Q26405916,प्रीति दुबे
http://www.wikidata.org/entity/Q24946131,साथियान गणानाशेखरन
http://www.wikidata.org/entity/Q24951623,मोहम्मद अनास
http://www.wikidata.org/entity/Q26847147,मरियप्पन थान्गावेलु
http://www.wikidata.org/entity/Q26923463,दीपक लाठर
http://www.wikidata.org/entity/Q26208344,लिलिमा मिंज
http://www.wikidata.org/entity/Q26209477,क्यानन चेनई
http://www.wikidata.org/entity/Q26209664,अय्यासामी धरुण
http://www.wikidata.org/entity/Q26210657,खेता राम
http://www.wikidata.org/entity/Q26210833,कुन्हु मुहम्मद
http://www.wikidata.org/entity/Q26250663,निर्मला शियोरान
http://www.wikidata.org/entity/Q26251737,मौसम खत्री
http://www.wikidata.org/entity/Q26260170,नितेन्द्र सिंह रावत
http://www.wikidata.org/entity/Q26260717,अनिल्डा थॉमस
http://www.wikidata.org/entity/Q26261191,सुरेन्द्र कुमार
http://www.wikidata.org/entity/Q26265953,देबाश्री मजूमदार
http://www.wikidata.org/entity/Q26269742,मोनिका मलिक
http://www.wikidata.org/entity/Q15290936,तन्वी लाड
http://www.wikidata.org/entity/Q26205992,थोनाकल गोपी
http://www.wikidata.org/entity/Q26207997,दीप ग्रेस एक्का
http://www.wikidata.org/entity/Q26208238,नमिता टोप्पो
http://www.wikidata.org/entity/Q15205490,एकता बिष्ट
http://www.wikidata.org/entity/Q14474417,राजिन्द्र पाल
http://www.wikidata.org/entity/Q15093215,भाविना हसमुखभाई पटेल
http://www.wikidata.org/entity/Q26837934,रागाला वेंकट राहुल
http://www.wikidata.org/entity/Q26923781,सुंदर सिंह गुर्जर
http://www.wikidata.org/entity/Q14592828,बी॰ सुमित रेड्डी
http://www.wikidata.org/entity/Q15560285,मलाथी कृष्णामूर्ति हॉलला
http://www.wikidata.org/entity/Q15607055,आदित्य जोशी
http://www.wikidata.org/entity/Q15620976,मनप्रीत सिंह
http://www.wikidata.org/entity/Q15627855,बजरंग पुणिया
http://www.wikidata.org/entity/Q14625357,मचेत्तिरा राजू पूवम्मा
http://www.wikidata.org/entity/Q15020846,दूती चन्द
http://www.wikidata.org/entity/Q15678622,मेरी लीला रो
http://www.wikidata.org/entity/Q107419962,सलीमा टेटे
http://www.wikidata.org/entity/Q15725012,माधुरी मेहता
http://www.wikidata.org/entity/Q15725398,स्वागतिका राथ
http://www.wikidata.org/entity/Q27057864,थांडव मूर्ति मुथु
http://www.wikidata.org/entity/Q15864307,सुर्यकुमार यादव
http://www.wikidata.org/entity/Q16054428,अर्थी सारा सुनील
http://www.wikidata.org/entity/Q15693772,रितुपर्णा दास
http://www.wikidata.org/entity/Q16206867,लैशराम सरिता देवी
http://www.wikidata.org/entity/Q16212236,सुनीता रानी
http://www.wikidata.org/entity/Q16212259,सुमन रावत
http://www.wikidata.org/entity/Q16062362,जूही देवानंगन
http://www.wikidata.org/entity/Q29210278,प्रजनेश गुनेश्वरन
http://www.wikidata.org/entity/Q64880530,अभिनव शा
http://www.wikidata.org/entity/Q16212944,जगसीर सिंह
http://www.wikidata.org/entity/Q16213577,डेविड जॉनसन
http://www.wikidata.org/entity/Q29634098,छोटा सिंह
http://www.wikidata.org/entity/Q29818451,हरबंस लाल
http://www.wikidata.org/entity/Q30070393,अंशु जमसेंपा
http://www.wikidata.org/entity/Q16194368,भाग्यश्री थिप्से
http://www.wikidata.org/entity/Q29446360,निहाल सरकार
http://www.wikidata.org/entity/Q28840013,शुबमन गिल
http://www.wikidata.org/entity/Q16224802,स्मृति मंधाना
http://www.wikidata.org/entity/Q16224884,मोना मेश्राम
http://www.wikidata.org/entity/Q16225078,शिखा पांडे
http://www.wikidata.org/entity/Q16225109,अक्षर पटेल
http://www.wikidata.org/entity/Q16216725,भार्गव श्री प्रकाश
http://www.wikidata.org/entity/Q16224626,लतिका कुमारी
http://www.wikidata.org/entity/Q16773178,एच बोनीफेस प्रभु
http://www.wikidata.org/entity/Q16886266,रूपा उन्नीकृष्णन
http://www.wikidata.org/entity/Q16935077,राकेश कुमार
http://www.wikidata.org/entity/Q16728389,अर्चना दास
http://www.wikidata.org/entity/Q16728523,K. J. Kapil Dev
http://www.wikidata.org/entity/Q16225636,नेहा तंवर
http://www.wikidata.org/entity/Q16225724,रेणुका यादव
http://www.wikidata.org/entity/Q16225759,वेलस्वामी वनिता
http://www.wikidata.org/entity/Q16225904,कुलदीप यादव
http://www.wikidata.org/entity/Q30230949,दिव्य काकरन
http://www.wikidata.org/entity/Q31705010,शेरमी उलहानान
http://www.wikidata.org/entity/Q65621957,राहुल भारद्वाज बैंगलौर मंजूनाथ
http://www.wikidata.org/entity/Q28528686,शेखर नायक
http://www.wikidata.org/entity/Q28561470,शिवम दुबे
http://www.wikidata.org/entity/Q17425099,कल्पना थोडम
http://www.wikidata.org/entity/Q17434833,सतीश शिवलिंगम
http://www.wikidata.org/entity/Q17435457,श्रेयसी सिंह
http://www.wikidata.org/entity/Q17435480,पूनम यादव
http://www.wikidata.org/entity/Q17438217,जीतू राय
http://www.wikidata.org/entity/Q17438221,गुरपाल सिंह
http://www.wikidata.org/entity/Q38357880,स्नेहा दीप्ति
http://www.wikidata.org/entity/Q28673896,खलील अहमद
http://www.wikidata.org/entity/Q28722421,सोनी यादव
http://www.wikidata.org/entity/Q28736658,रिया भाटिया
http://www.wikidata.org/entity/Q17418774,वंदना कटारिया
http://www.wikidata.org/entity/Q17418804,गणेश माली
http://www.wikidata.org/entity/Q17415280,सुशीला लिकमाबाम
http://www.wikidata.org/entity/Q17415290,नवजोत चाना
http://www.wikidata.org/entity/Q17415291,साइखोम मीराबाई चानू
http://www.wikidata.org/entity/Q17415527,सुखन डे
http://www.wikidata.org/entity/Q37793116,तेजिंदर पाल सिंह
http://www.wikidata.org/entity/Q17544193,नवजीत ढिल्लन
http://www.wikidata.org/entity/Q5684166,हवा सींग
http://www.wikidata.org/entity/Q5698012,हिना सिद्धू
http://www.wikidata.org/entity/Q5712239,हेमलता कला
http://www.wikidata.org/entity/Q16557045,हरिचरण शॉ
http://www.wikidata.org/entity/Q16559695,इन्द्रजीत सिंह
http://www.wikidata.org/entity/Q32752549,मेहुली घोष
http://www.wikidata.org/entity/Q17465902,विकास ठाकुर
http://www.wikidata.org/entity/Q17466286,सत्यव्रत केदान
http://www.wikidata.org/entity/Q17466291,दीपा कर्मकार
http://www.wikidata.org/entity/Q17627763,सुनीला आपटे
http://www.wikidata.org/entity/Q17466423,साक्षी मलिक
http://www.wikidata.org/entity/Q16105455,केनेत पोवेल्
http://www.wikidata.org/entity/Q16225327,सुशीला चानू
http://www.wikidata.org/entity/Q16225462,कर्ण शर्मा
http://www.wikidata.org/entity/Q16225469,शुभलक्ष्मी शर्मा
http://www.wikidata.org/entity/Q17466493,अंकुर मित्तल
http://www.wikidata.org/entity/Q17466644,विनेश फोगाट
http://www.wikidata.org/entity/Q17469715,अर्पिंदर सिंह
http://www.wikidata.org/entity/Q17476827,पिंकी रानी जांगड़ा
http://www.wikidata.org/entity/Q17479499,एंथोनी अमलराज
http://www.wikidata.org/entity/Q16227998,जसप्रीत बुमराह
http://www.wikidata.org/entity/Q16240331,पृथ्वी शॉ
http://www.wikidata.org/entity/Q17421764,अयोनिका पॉल
http://www.wikidata.org/entity/Q17495905,रूपिंदर पाल सिंह
http://www.wikidata.org/entity/Q33082994,स्वप्ना बरमान
http://www.wikidata.org/entity/Q17403317,लाखो फूटी भुटिया
http://www.wikidata.org/entity/Q17403394,अनु रानी
http://www.wikidata.org/entity/Q17413565,खुमुकचम संजीता चानू
http://www.wikidata.org/entity/Q5765114,हिमंता बिस्वा सरमा
http://www.wikidata.org/entity/Q18705305,श्रेयस अय्यर
http://www.wikidata.org/entity/Q6122262,Jagbir Singh
http://www.wikidata.org/entity/Q6123157,जहांगीर खान
http://www.wikidata.org/entity/Q18109455,अजय ठाकुर
http://www.wikidata.org/entity/Q18111579,अतानु दास
http://www.wikidata.org/entity/Q18127747,ममता पुजारी
http://www.wikidata.org/entity/Q18145400,रजत चौहान
http://www.wikidata.org/entity/Q18161465,अभिषेक वर्मा
http://www.wikidata.org/entity/Q18161951,पूजा रानी बूरा
http://www.wikidata.org/entity/Q19282085,ब्रैंडन फर्नांडिस
http://www.wikidata.org/entity/Q5768994,हिरालाल गायकवाड़
http://www.wikidata.org/entity/Q6354346,कल्पन परोपकारी
http://www.wikidata.org/entity/Q6354958,कल्याणी ढोकरीकर
http://www.wikidata.org/entity/Q6355721,कमल जीत संधू
http://www.wikidata.org/entity/Q18637900,रितु रानी
http://www.wikidata.org/entity/Q18638089,शार्दुल ठाकुर
http://www.wikidata.org/entity/Q6379301,Kavita Raut
http://www.wikidata.org/entity/Q6379302,कविता राय
http://www.wikidata.org/entity/Q6382526,केदार देवधर
http://www.wikidata.org/entity/Q6382528,केदार जाधव
http://www.wikidata.org/entity/Q18670365,रुथवीका शिवानी
http://www.wikidata.org/entity/Q6165853,जे.जे शोभा
http://www.wikidata.org/entity/Q6167425,जया शर्मा
http://www.wikidata.org/entity/Q6167676,जयसिंहराव घोरपड़े
http://www.wikidata.org/entity/Q18205297,ललिता बबर
http://www.wikidata.org/entity/Q18205475,सतनाम सिंह भमरा
http://www.wikidata.org/entity/Q6733203,एमके कौशिक
http://www.wikidata.org/entity/Q6745465,ममता कनोजिया
http://www.wikidata.org/entity/Q6533367,सैली राणे
http://www.wikidata.org/entity/Q17708829,anup kumar
http://www.wikidata.org/entity/Q18086585,श्वेता चौधरी
http://www.wikidata.org/entity/Q18211289,प्रार्थना थोम्बरे
http://www.wikidata.org/entity/Q18217536,रवि कुमार
http://www.wikidata.org/entity/Q6372949,करनी सिंह
http://www.wikidata.org/entity/Q6373592,करू जैन
http://www.wikidata.org/entity/Q6373656,करुण नायर
http://www.wikidata.org/entity/Q6319482,ज्योत्सना पटेल
http://www.wikidata.org/entity/Q6323562,के एम बीनामोल
http://www.wikidata.org/entity/Q6745469,ममता माबेन
http://www.wikidata.org/entity/Q6745989,ममता प्रभु
http://www.wikidata.org/entity/Q6747933,मनदीप सिंह
http://www.wikidata.org/entity/Q6505174,लक्ष्मण सिवरामाकृष्णन
http://www.wikidata.org/entity/Q6505234,लक्ष्मी रतन शुक्ल
http://www.wikidata.org/entity/Q6505442,लाया फ्रांसिस
http://www.wikidata.org/entity/Q6530802,लेस्ली फर्नांडीज
http://www.wikidata.org/entity/Q17421761,अपूर्वी चंदेला
http://www.wikidata.org/entity/Q6167758,जयदेव उनादकट
http://www.wikidata.org/entity/Q6177910,जेन्नी ईरानी
http://www.wikidata.org/entity/Q6214805,जोगिंदर सिंह
http://www.wikidata.org/entity/Q6983477,नज़ीर अली
http://www.wikidata.org/entity/Q6986972,नीता कदम
http://www.wikidata.org/entity/Q6986987,नीतू डेविड
http://www.wikidata.org/entity/Q6987732,नेहा अग्रवाल
http://www.wikidata.org/entity/Q18217538,सतीश कुमार
http://www.wikidata.org/entity/Q18218014,चैन सिंह
http://www.wikidata.org/entity/Q18218134,वर्षा वर्मन
http://www.wikidata.org/entity/Q6289572,जोशना चिनप्पा
http://www.wikidata.org/entity/Q6297681,जॉयदीप करमारकर
http://www.wikidata.org/entity/Q6958532,निरंजन नागराजन
http://www.wikidata.org/entity/Q6961274,नमन ओझा
http://www.wikidata.org/entity/Q6389222,केनिया जयंतिलाल
http://www.wikidata.org/entity/Q6399138,खजान सिंह
http://www.wikidata.org/entity/Q6400421,खानम हाजी
http://www.wikidata.org/entity/Q6433981,कोथाजीत सिंह
http://www.wikidata.org/entity/Q6751496,मनप्रीत कौर
http://www.wikidata.org/entity/Q6751499,मनप्रीत सिंह
http://www.wikidata.org/entity/Q5885175,इग्नेस टिर्की
http://www.wikidata.org/entity/Q5890765,होमी मोतीवाला
http://www.wikidata.org/entity/Q6747936,मनदीप सिंह (हॉकी)
http://www.wikidata.org/entity/Q6749767,मणिमाला सिंघल
http://www.wikidata.org/entity/Q6750436,मंजू नादगोड़ा
http://www.wikidata.org/entity/Q6474328,लज्जा गोस्वामी
http://www.wikidata.org/entity/Q6480448,लाल सिंह
http://www.wikidata.org/entity/Q6933438,मुकेश कुमार
http://www.wikidata.org/entity/Q6938778,मुर्लिकांत पेटकर
http://www.wikidata.org/entity/Q6900092,मोनिका सुमरा
http://www.wikidata.org/entity/Q6906623,मोंटू बनर्जी
http://www.wikidata.org/entity/Q6919076,मौमा दास
http://www.wikidata.org/entity/Q6869394,मिनोती देसाई
http://www.wikidata.org/entity/Q6892264,मोहम्मद निसार
http://www.wikidata.org/entity/Q6892991,मोहम्मद असदुल्लाह
http://www.wikidata.org/entity/Q6893331,मोहम्मद शाहिद
http://www.wikidata.org/entity/Q6894216,मोहित शर्मा
http://www.wikidata.org/entity/Q6559267,लिसी सैम्युल
http://www.wikidata.org/entity/Q7206329,पोचिआ कृष्णमूर्ति
